,コード,銘柄名,33業種コード,33業種区分
1044,3106,倉敷紡績,3100,繊維製品
1045,3107,ダイワボウホールディングス,6050,卸売業
1046,3109,シキボウ,3100,繊維製品
1047,310A,サーティーフォー,8050,不動産業
1048,3110,日東紡績,3400,ガラス・土石製品
1049,3111,オーミケンシ,3100,繊維製品
1050,3113,UNIVA・Oakホールディングス,7100,証券、商品先物取引業
1051,3116,トヨタ紡織,3700,輸送用機器
1052,311A,NPT,3250,医薬品
1053,3121,マーチャント・バンカーズ,9050,サービス業
1054,3123,サイボー,3100,繊維製品
1055,312A,シンコーホールディングス,2050,建設業
1056,3131,シンデン・ハイテックス,6050,卸売業
1057,3132,マクニカホールディングス,6050,卸売業
1058,3133,海帆,6100,小売業
1059,3134,Hamee,6100,小売業
1060,3135,マーケットエンタープライズ,6100,小売業
1061,3137,ファンデリー,6100,小売業
1062,3138,富士山マガジンサービス,6100,小売業
1063,3139,ラクト・ジャパン,6050,卸売業
1065,3140,BRUNO,6050,卸売業
1066,3143,オーウイル,6050,卸売業
1067,3148,クリエイトSDホールディングス,6100,小売業
1069,3150,グリムス,4050,電気・ガス業
1070,3151,バイタルケーエスケー・ホールディングス,6050,卸売業
1071,3153,八洲電機,6050,卸売業
1072,3154,メディアスホールディングス,6050,卸売業
1073,3156,レスター,6050,卸売業
1074,3157,ジオリーブグループ,6050,卸売業
1075,3159,丸善CHIホールディングス,6100,小売業
1077,3160,大光,6050,卸売業
1078,3161,アゼアス,6050,卸売業
1079,3166,OCHIホールディングス,6050,卸売業
1080,3167,TOKAIホールディングス,6050,卸売業
1081,3168,MERF,6050,卸売業
1082,3169,ミサワ,6100,小売業
1084,3172,ティーライフ,6100,小売業
1085,3173,Cominix,6050,卸売業
1086,3174,ハピネス・アンド・ディ,6100,小売業
1087,3175,エー・ピーホールディングス,6100,小売業
1088,3176,三洋貿易,6050,卸売業
1089,3177,ありがとうサービス,6100,小売業
1090,3178,チムニー,6100,小売業
1091,3179,シュッピン,6100,小売業
1092,317A,エス・エム・エス・データテック,5250,情報・通信業
1093,3180,ビューティガレージ,6050,卸売業
1094,3181,買取王国,6100,小売業
1095,3182,オイシックス・ラ・大地,6100,小売業
1096,3183,ウイン・パートナーズ,6050,卸売業
1097,3184,ICDAホールディングス,6100,小売業
1098,3185,夢展望,6100,小売業
1099,3186,ネクステージ,6100,小売業
1100,3187,ミラタップ,6100,小売業
1101,3189,ANAPホールディングス,6100,小売業
1103,3190,ホットマン,6100,小売業
1104,3191,ジョイフル本田,6100,小売業
1105,3192,白鳩,6100,小売業
1106,3193,エターナルホスピタリティグループ,6100,小売業
1107,3195,ジェネレーションパス,6100,小売業
1108,3196,ホットランドホールディングス,6100,小売業
1109,3197,すかいらーくホールディングス,6100,小売業
1110,3198,SFPホールディングス,6100,小売業
1111,3199,綿半ホールディングス,6100,小売業
1112,319A,技術承継機構,3550,金属製品
1113,3201,日本毛織,3100,繊維製品
1114,3202,ダイトウボウ,3100,繊維製品
1115,3204,トーア紡コーポレーション,3100,繊維製品
1116,3205,ダイドーリミテッド,3100,繊維製品
1117,320A,D&I,9050,サービス業
1118,321A,ヒューマンステージホールディングス,9050,サービス業
1119,3221,ヨシックスホールディングス,6100,小売業
1120,3222,ユナイテッド・スーパーマーケット・ホールディングス,6100,小売業
1121,3223,エスエルディー,6100,小売業
1122,3224,ゼネラル・オイスター,6100,小売業
1124,322A,ヒメジ理化,3400,ガラス・土石製品
1125,3231,野村不動産ホールディングス,8050,不動産業
1126,3232,三重交通グループホールディングス,8050,不動産業
1128,3236,プロパスト,8050,不動産業
1129,3237,イントランス,8050,不動産業
1130,3238,セントラル総合開発,8050,不動産業
1131,323A,フライヤー,5250,情報・通信業
1132,3241,ウィル,8050,不動産業
1133,3242,アーバネットコーポレーション,8050,不動産業
1134,3245,ディア・ライフ,8050,不動産業
1135,3246,コーセーアールイー,8050,不動産業
1136,3248,アールエイジ,8050,不動産業
1138,324A,ブッキングリゾート,9050,サービス業
1139,3252,地主,8050,不動産業
1140,325A,TENTIAL,3100,繊維製品
1141,3261,グランディーズ,8050,不動産業
1142,3266,ファンドクリエーショングループ,8050,不動産業
1143,3267,フィル・カンパニー,2050,建設業
1145,326A,aero　lab　international,6050,卸売業
1146,3271,THEグローバル社,8050,不動産業
1147,3276,JPMC,8050,不動産業
1148,3277,サンセイランディック,8050,不動産業
1150,3280,エストラスト,8050,不動産業
1154,3284,フージャースホールディングス,8050,不動産業
1155,3286,トラストホールディングス,8050,不動産業
1157,3288,オープンハウスグループ,8050,不動産業
1158,3289,東急不動産ホールディングス,8050,不動産業
1161,3291,飯田グループホールディングス,8050,不動産業
1163,3293,アズマハウス,8050,不動産業
1164,3294,イーグランド,8050,不動産業
1167,3297,東武住販,8050,不動産業
1168,3299,ムゲンエステート,8050,不動産業
1169,329A,ジールアソシエイツ,9050,サービス業
1170,3300,アンビション　DX　ホールディングス,8050,不動産業
1171,3302,帝国繊維,3100,繊維製品
1172,3306,日本製麻,6050,卸売業
1174,330A,TalentX,5250,情報・通信業
1175,3315,日本コークス工業,3300,石油・石炭製品
1176,3317,フライングガーデン,6100,小売業
1177,331A,メディックス,9050,サービス業
1178,3320,クロスプラス,6050,卸売業
1179,3321,ミタチ産業,6050,卸売業
1180,3323,レカム,6050,卸売業
1181,3326,ランシステム,9050,サービス業
1182,3329,東和フードサービス,6100,小売業
1183,332A,ミーク,5250,情報・通信業
1184,3333,あさひ,6100,小売業
1185,333A,テクノスマイル,9050,サービス業
1186,3349,コスモス薬品,6100,小売業
1187,334A,ビジュアル・プロセッシング・ジャパン,5250,情報・通信業
1188,3350,メタプラネット,6050,卸売業
1189,3352,バッファロー,6100,小売業
1190,3353,メディカル一光グループ,6100,小売業
1191,3355,クリヤマホールディングス,6050,卸売業
1192,3358,Trailhead　Global　Holdings,6100,小売業
1193,3359,cotta,6050,卸売業
1194,335A,ミライロ,5250,情報・通信業
1195,3360,シップヘルスケアホールディングス,6050,卸売業
1196,3361,トーエル,6100,小売業
1197,336A,ダイナミックマッププラットフォーム,5250,情報・通信業
1198,3370,フジタコーポレーション,6100,小売業
1199,3371,ソフトクリエイトホールディングス,5250,情報・通信業
1200,3372,関門海,6100,小売業
1201,3374,内外テック,6050,卸売業
1202,3375,ZOA,6100,小売業
1203,3377,バイク王&カンパニー,6050,卸売業
1204,3382,セブン&アイ・ホールディングス,6100,小売業
1205,3386,コスモ・バイオ,6050,卸売業
1206,3387,クリエイト・レストランツ・ホールディングス,6100,小売業
1207,3388,明治電機工業,6050,卸売業
1208,338A,ZenmuTech,5250,情報・通信業
1209,3391,ツルハホールディングス,6100,小売業
1210,3392,デリカフーズホールディングス,6050,卸売業
1211,3393,スターティアホールディングス,6050,卸売業
1212,3395,サンマルクホールディングス,6100,小売業
1213,3396,フェリシモ,6100,小売業
1214,3397,トリドールホールディングス,6100,小売業
1215,3399,丸千代山岡家,6100,小売業
1216,339A,プログレス・テクノロジーズ　グループ,9050,サービス業
1217,3401,帝人,3100,繊維製品
1218,3402,東レ,3100,繊維製品
1219,3405,クラレ,3200,化学
1220,3407,旭化成,3200,化学
1221,3409,北紡,3100,繊維製品
1222,340A,ジグザグ,5250,情報・通信業
1223,3415,TOKYO　BASE,6100,小売業
1224,3416,ピクスタ,6100,小売業
1225,3417,大木ヘルスケアホールディングス,6050,卸売業
1226,3418,バルニバービ,6100,小売業
1227,341A,トヨコー,2050,建設業
1228,3420,ケー・エフ・シー,3550,金属製品
1229,3421,稲葉製作所,3550,金属製品
1230,3422,J-MAX,3550,金属製品
1231,3423,エスイー,3550,金属製品
1232,3426,アトムリビンテック,3550,金属製品
1233,3431,宮地エンジニアリンググループ,3550,金属製品
1234,3433,トーカロ,3550,金属製品
1235,3434,アルファCo,3550,金属製品
1236,3435,サンコーテクノ,3550,金属製品
1237,3436,SUMCO,3550,金属製品
1238,3437,特殊電極,3550,金属製品
1239,3439,三ツ知,3550,金属製品
1240,343A,IACEトラベル,9050,サービス業
1241,3440,日創グループ,3550,金属製品
1242,3441,山王,3550,金属製品
1243,3443,川田テクノロジーズ,3550,金属製品
1244,3444,菊池製作所,3550,金属製品
1245,3445,RS　Technologies,3550,金属製品
1246,3446,ジェイテックコーポレーション,3550,金属製品
1247,3447,信和,3550,金属製品
1248,3448,清鋼材,3550,金属製品
1249,3449,テクノフレックス,3550,金属製品
1250,3450,サトウ産業,3550,金属製品
1252,3452,ビーロット,8050,不動産業
1253,3454,ファーストブラザーズ,8050,不動産業
1255,3457,And　Doホールディングス,8050,不動産業
1258,3461,パルマ,8050,不動産業
1261,3465,ケイアイスター不動産,8050,不動産業
1263,3467,アグレ都市デザイン,8050,不動産業
1265,3469,デュアルタップ,8050,不動産業
1270,3474,G-FACTORY,8050,不動産業
1271,3475,グッドコムアセット,8050,不動産業
1273,3477,フォーライフ,8050,不動産業
1274,3479,ティーケーピー,8050,不動産業
1275,347A,GROWTH　POWER,6050,卸売業
1276,3480,ジェイ・エス・ビー,8050,不動産業
1278,3482,ロードスターキャピタル,8050,不動産業
1279,3483,翔栄,8050,不動産業
1280,3484,イノベーションホールディングス,8050,不動産業
1281,3486,グローバル・リンク・マネジメント,8050,不動産業
1284,3489,フェイスネットワーク,8050,不動産業
1286,3490,アズ企画設計,8050,不動産業
1287,3491,GA　technologies,8050,不動産業
1289,3494,マリオン,8050,不動産業
1290,3495,香陵住販,8050,不動産業
1291,3496,アズーム,8050,不動産業
1292,3498,霞ヶ関キャピタル,8050,不動産業
1294,3501,SUMINOE,3100,繊維製品
1295,350A,デジタルグリッド,4050,電気・ガス業
1296,3512,日本フエルト,3100,繊維製品
1297,3513,イチカワ,3100,繊維製品
1298,351A,アクシスITパートナーズ,5250,情報・通信業
1299,3521,テルマー湯ホールディングス,9050,サービス業
1300,3524,日東製網,3100,繊維製品
1301,3529,アツギ,3100,繊維製品
1302,352A,LOIVE,9050,サービス業
1303,3536,アクサスホールディングス,6100,小売業
1304,3537,昭栄薬品,6050,卸売業
1305,3538,ウイルプラスホールディングス,6100,小売業
1306,3539,JMホールディングス,6100,小売業
1307,3541,農業総合研究所,6050,卸売業
1308,3542,ベガコーポレーション,6100,小売業
1309,3543,コメダホールディングス,6050,卸売業
1310,3544,サツドラホールディングス,6100,小売業
1311,3546,アレンザホールディングス,6100,小売業
1312,3547,ユニシアホールディングス,6100,小売業
1313,3548,バロックジャパンリミテッド,6100,小売業
1314,3549,クスリのアオキホールディングス,6100,小売業
1316,3550,スタジオアタオ,6100,小売業
1317,3551,ダイニック,3100,繊維製品
1318,3553,共和レザー,3200,化学
1319,3556,リネットジャパングループ,6100,小売業
1320,3557,ユナイテッド&コレクティブ,6100,小売業
1321,3558,ジェイドグループ,6100,小売業
1322,3559,ピーバンドットコム,6050,卸売業
1323,355A,ナウビレッジ,9050,サービス業
1324,3560,ほぼ日,6100,小売業
1325,3561,力の源ホールディングス,6100,小売業
1326,3562,No.1,6050,卸売業
1327,3563,FOOD　&　LIFE　COMPANIES,6100,小売業
1328,3565,アセンテック,6050,卸売業
1329,3566,ユニフォームネクスト,6100,小売業
1330,3569,セーレン,3100,繊維製品
1332,3571,ソトー,3100,繊維製品
1333,3577,東海染工,3100,繊維製品
1334,357A,エフアンドエフ,6100,小売業
1335,3580,小松マテーレ,3100,繊維製品
